"word";"in documents";"total";"att_1"
"correspond";1;1;
"cosmopolitan";2;2;
"cost";2;6;
"costum";3;3;
"cotswold";1;1;
"cottag";5;6;
"council";4;4;
"counter";2;2;
"counterpart";1;1;
"counterpoint";1;1;
"countess";1;1;
"countrysid";5;11;
"coupl";3;6;
"courci";1;2;
"cours";4;7;
"court";1;5;
"courtyard";1;1;
"cousin";1;1;
"cove";2;2;
"cover";4;7;
"cow";2;2;
"cqaf";1;1;
"craft";2;2;
"craftsmen";1;1;
"crag";2;2;
"craig";1;1;
"craigavon";1;1;
"cram";1;1;
"cranagh";1;1;
"crane";3;4;
"crannóg";1;1;
"crawl";2;2;
"cream";1;1;
"creat";6;13;
"creation";2;4;
"creativ";1;2;
"credit";1;1;
"cremat";1;1;
"crenel";1;1;
"crew";1;1;
"crisi";2;2;
"crisscross";1;1;
"critic";2;3;
"critter";1;1;
"croke";1;6;
"cromwel";4;4;
"croob";1;1;
"crop";1;1;
"cross";7;15;
"crossroad";2;2;
"crouch";1;1;
"crowd";3;5;
"crown";5;8;
"crozier";1;1;
"crucibl";1;1;
"cruis";2;4;
"cruiser";1;2;
"crusad";1;1;
"crypt";1;2;
"crystal";1;2;
"cuilcagh";1;2;
"cuisin";2;2;
"culainn";1;1;
"culchi";1;1;
"culinari";1;1;
"culmin";3;5;
"cult";1;1;
"cultiv";2;2;
"cultur";5;20;
"cultúrlann";1;1;
"cumhail";1;1;
"cup";2;2;
"cur";1;1;
"curat";1;2;
"curiou";1;1;
"curragh";1;4;
"curv";6;9;
"cusack";1;1;
"cushendal";1;4;
"custom";3;4;
"cut";2;4;
"cycad";1;1;
"cycl";3;4;
"cyclist";1;2;
"céilí";1;1;
"cú";1;1;
"cúchulainn";2;3;
"d";4;4;
"daili";2;3;
"dalkei";1;12;
"damag";2;3;
"dan";1;2;
"danc";3;5;
"danceathon";1;1;
"danger";2;2;
"daniel";1;2;
"danni";1;3;
"dargan";1;3;
"dark";3;3;
"dart";2;8;
"databas";1;1;
"date";6;16;
"daughter";2;2;
"dawdl";1;1;
"dawn";1;1;
"dazzl";2;2;
"deal";2;2;
"dean";1;1;
"dearth";1;1;
"death";5;9;
"debat";1;1;
"debri";1;1;
"decad";3;9;
"decemb";1;2;
"decept";1;1;
"decid";1;1;
"decidedli";2;3;
"decidu";1;1;
"deck";2;2;
"declar";2;2;
"declin";3;4;
"decor";4;12;
"decri";2;2;
"dedic";2;3;
"deer";1;2;
"defeat";2;2;
"defens";2;2;
"defici";1;1;
"defin";2;3;
"definit";2;2;
"deflect";1;1;
"dega";1;1;
"degre";2;2;
"deliber";2;3;
"delic";2;2;
"delici";1;1;
"delight";5;6;
"delightfulli";1;1;
"delorean";1;1;
"demand";1;1;
"demarc";1;1;
"democrat";1;2;
"demolish";1;1;
"demolit";1;1;
"demonstr";1;1;
"den";1;1;
"deni";1;1;
"denizen";1;1;
"denomin";1;1;
"dens";1;1;
"depart";2;3;
"departur";1;3;
"deplet";2;2;
"deplor";1;1;
"depopul";1;1;
"depos";1;1;
"deposit";1;1;
"dermot";2;3;
"derri";4;21;
"derrymen";1;1;
"derrynan";1;1;
"descend";4;6;
"describ";4;5;
"descript";3;3;
"desert";1;1;
"design";4;19;
"desir";1;1;
"desist";1;1;
"desk";1;1;
"desol";2;2;
"destin";1;1;
"destruct";2;2;
"detail";6;11;
"detain";1;1;
"detour";5;5;
"detriment";1;1;
"devast";1;1;
"devenish";1;5;
"devil";1;1;
"devot";5;10;
"devout";1;1;
"dewi";1;1;
"diamond";2;5;
"dichu";1;2;
"difficulti";1;1;
"dignitari";1;1;
"din";1;1;
"dine";1;1;
"diner";1;1;
"dingl";1;3;
"dinosaur";1;2;
"dion";1;1;
"dionysian";1;1;
"dip";1;1;
"dirti";1;1;
"disappointingli";1;1;
"discipl";2;2;
"discov";3;5;
"discoveri";2;2;
"disguis";1;1;
"dish";1;1;
"disint";1;1;
"dislodg";1;1;
"dismai";1;1;
"dismantl";1;1;
"disorgan";1;1;
"dispossess";1;1;
"disput";2;2;
"disquiet";1;1;
"dissolut";1;1;
"distanc";3;6;
"distilleri";2;3;
"distinctli";2;2;
"district";2;3;
"disus";1;1;
"ditch";1;1;
"dive";1;1;
"divers";4;7;
"divert";1;1;
"divi";1;2;
"divid";2;7;
"divin";1;1;
"divis";1;2;
"dj";2;3;
"dockland";3;6;
"document";1;1;
"documentari";1;1;
"dog";1;1;
"doherti";1;1;
"dollaghan";1;2;
"dolmen";1;1;
"dome";2;2;
"domin";6;16;
"donard";1;6;
"donat";2;2;
"doneg";2;2;
"donnybrook";1;1;
"doolin";1;1;
"door";4;6;
"dormitori";1;1;
"dorsei";1;1;
"dot";1;1;
"doubt";4;4;
"dover";1;2;
"downhil";1;3;
"download";1;1;
"downpatrick";1;12;
"downsiz";1;1;
"downstair";1;1;
"downstream";1;1;
"downtown";1;1;
"dowth";1;1;
"dozen";6;6;
"drab";1;1;
"drabber";1;1;
"draft";1;1;
"drag";1;1;
"dragon";2;2;
"drain";1;1;
"drainag";1;1;
"drama";3;8;
"dramat";4;6;
"draper";1;1;
"draw";6;11;
"dredg";2;2;
"dress";1;1;
"drill";1;1;
"drink";4;10;
"drinker";1;1;
"drip";1;1;
"drive";2;2;
"driver";1;1;
"dromor";1;1;
"drop";4;5;
"drug";1;1;
"druid";1;1;
"drum";1;1;
"drumcre";1;1;
"drumlin";1;2;
"dss";1;2;
"dub";1;1;
"dubh";1;1;
"dublinhorseshow";1;1;
"dubliniff";1;1;
"dublinmarathon";1;1;
"dublinprid";1;1;
"dublintheatrefestiv";1;1;
"dublinwritersfestiv";1;1;
"duck";1;1;
"duls";1;1;
"dun";2;2;
"dune";1;1;
"dungannon";1;1;
"dungarvan";1;3;
"dungiven";1;8;
"dunluc";1;3;
"dunmor";1;3;
"dusk";2;2;
"dy";1;1;
"dyke";1;1;
"dynam";2;3;
"dún";2;5;
"e";1;1;
"eagl";2;2;
"ear";1;1;
"earl";5;9;
"earner";1;1;
"earth";2;2;
"earthi";1;1;
"earthwork";1;1;
"eas";1;1;
"easili";4;5;
"eccentr";2;3;
"eccl";1;1;
"ecclesiast";4;6;
"echo";1;1;
"eclect";1;1;
"eclips";1;1;
"ecolog";1;1;
"econom";4;9;
"economi";1;1;
"edibl";1;1;
"edific";1;1;
"edinburgh";1;1;
"edit";2;2;
"educ";2;4;
"educationalist";1;1;
"edward";4;7;
"edwardian";2;2;
"effect";4;7;
"effigi";1;1;
"effort";3;4;
"egg";1;1;
"elabor";1;1;
"elector";1;1;
"electron";1;1;
"eleg";6;9;
"element";1;1;
"eleventh";2;2;
"eliot";1;1;
"elit";1;1;
"els";2;7;
"elsewher";3;3;
"embassi";1;1;
"emblem";1;1;
"embrac";1;1;
"emerald";1;1;
"emigr";2;2;
"emin";2;2;
"emmau";1;1;
"emot";1;1;
"emphas";1;1;
"empir";2;2;
"emploi";1;1;
"employ";1;1;
"empti";2;4;
"encapsul";1;1;
"encircl";2;2;
"enclos";1;1;
"enclosur";1;1;
"encompass";3;3;
"encount";1;1;
"encourag";1;1;
"end";8;26;
"enda";1;1;
"endearingli";1;1;
"endow";1;1;
"energet";1;1;
"engend";1;1;
"engin";3;3;
"england";4;5;
"engross";1;1;
"enhanc";5;5;
"enigmat";1;1;
"enniscorthi";1;1;
"enorm";1;1;
"enquir";2;2;
"enthral";1;1;
"enthusiast";1;1;
"entir";5;7;
"entitl";1;1;
"entranc";6;11;
"entrant";1;1;
"entri";3;9;
"environ";1;1;
"environment";1;1;
"ephemer";1;1;
"epic";1;1;
"eponym";1;1;
"equestrian";1;1;
"equin";1;2;
"equip";4;5;
"equival";1;2;
"era";3;3;
