"word";"in documents";"total";"att_1"
"dock";1;1;
"docksid";1;2;
"dodgi";1;1;
"doll";1;3;
"dolmen";1;3;
"dom";6;17;
"dome";3;8;
"domest";1;1;
"domin";6;10;
"domingo";1;1;
"door";2;6;
"dot";3;4;
"doubl";4;4;
"douro";6;47;
"doutor";1;1;
"dow";1;1;
"downhil";3;5;
"downriv";1;1;
"downstream";2;2;
"dozen";3;5;
"dr";1;1;
"drag";1;1;
"drain";1;1;
"dramat";6;11;
"draw";2;3;
"dream";10;10;
"dreami";1;1;
"dreari";1;1;
"dribbl";1;1;
"drift";1;1;
"drink";2;5;
"drive";5;15;
"driver";2;4;
"drop";3;3;
"drought";1;1;
"drunk";1;1;
"duart";1;1;
"ducal";1;2;
"duke";1;4;
"duli";1;1;
"dune";3;6;
"duomo";1;1;
"dusk";1;1;
"dusti";1;1;
"dutch";1;2;
"duti";1;1;
"dye";1;1;
"dynasti";1;1;
"dão";1;10;
"e";2;3;
"eagl";1;2;
"earth";1;1;
"earthenwar";1;1;
"earthquak";3;8;
"easili";5;12;
"eccentr";1;1;
"ecclesiast";1;1;
"economi";2;2;
"ecopista";1;1;
"eden";1;1;
"edific";1;1;
"eduardo";1;1;
"effort";3;4;
"egg";2;2;
"elabor";3;7;
"elderli";2;2;
"electr";2;2;
"eleg";1;1;
"element";2;2;
"eleph";1;1;
"elev";1;1;
"eleventh";2;2;
"elit";1;1;
"els";2;2;
"elsewher";5;7;
"elva";1;4;
"email";1;2;
"eman";1;1;
"embassi";1;1;
"emblem";1;1;
"embrac";2;2;
"emigr";1;1;
"emin";1;1;
"empa";1;1;
"emphat";1;1;
"empti";1;1;
"enabl";10;11;
"enchido";1;1;
"encircl";1;1;
"encompass";2;2;
"encount";2;2;
"encourag";1;1;
"end";7;26;
"energi";1;1;
"engag";10;11;
"engin";2;3;
"england";1;2;
"englishman";2;2;
"engrav";1;12;
"engraçia";1;1;
"engrácia";1;4;
"engulf";1;1;
"enorm";4;5;
"enterpris";1;1;
"entir";4;12;
"entranc";7;11;
"entri";2;2;
"entrudo";1;2;
"environment";1;1;
"epic";3;3;
"epidem";1;1;
"eponym";1;1;
"equidist";1;1;
"equip";1;2;
"era";1;1;
"ericeira";1;7;
"errant";1;1;
"erstwhil";1;1;
"ervamoira";1;2;
"escap";2;2;
"eschew";1;1;
"eschweg";1;1;
"escola";1;1;
"escort";1;1;
"espada";1;1;
"especi";3;11;
"espigueiro";1;1;
"esplanad";1;2;
"esporão";1;1;
"espírito";2;2;
"estat";4;11;
"esteem";1;1;
"estim";1;1;
"estrela";2;9;
"estremoz";1;7;
"estuari";2;12;
"eucalyptu";2;4;
"europ";9;19;
"european";1;3;
"event";6;10;
"eventu";3;5;
"everchang";1;1;
"evid";3;3;
"evoc";1;1;
"exam";1;1;
"exampl";3;4;
"excav";3;3;
"excel";6;7;
"exception";1;1;
"excit";1;1;
"exclud";1;1;
"exclus";1;1;
"exhaust";10;10;
"exhibit";3;6;
"exhilar";1;2;
"exil";5;5;
"exit";1;1;
"exot";1;1;
"expans";2;3;
"experi";10;15;
"experienc";10;10;
"expert";10;30;
"explor";10;24;
"explos";1;1;
"export";1;1;
"expos";1;1;
"ext";10;20;
"extens";5;8;
"extent";1;1;
"exterior";1;1;
"extern";10;20;
"extraordinari";4;5;
"extraordinarili";1;1;
"extrem";3;5;
"exuber";2;4;
"ey";1;1;
"eyebrow";1;1;
"ezoor";1;1;
"fabl";1;1;
"fabul";1;2;
"facad";2;3;
"face";4;15;
"facebook";1;1;
"facil";2;5;
"facsimil";1;1;
"fact";3;4;
"factor";1;1;
"factori";2;5;
"faculti";1;2;
"fade";2;2;
"fado";2;15;
"fairi";1;1;
"fairli";4;4;
"falcon";1;2;
