"word";"in documents";"total";"att_1"
"bond";1;1;
"bone";1;4;
"bookshop";1;1;
"boom";3;3;
"boost";1;1;
"booz";1;1;
"border";3;7;
"bottl";1;1;
"bottom";2;3;
"bougainvillea";1;1;
"boukaoúri";1;1;
"boul";1;1;
"boundari";1;1;
"bounti";1;1;
"bowl";1;2;
"box";1;4;
"boxer";1;1;
"boúrtzi";1;1;
"brancusi";1;1;
"brand";1;1;
"brasswork";1;1;
"breach";1;2;
"bread";1;1;
"break";3;3;
"breakfast";1;1;
"breathtak";1;1;
"breed";1;2;
"bretagn";1;1;
"bretto";1;1;
"bridg";1;3;
"brief";6;13;
"briefli";2;2;
"brilliantli";2;2;
"british";2;2;
"broadcast";1;1;
"broadli";1;1;
"bronz";3;15;
"brother";2;3;
"brow";1;1;
"brutu";1;1;
"bu";2;3;
"buck";1;1;
"budget";7;8;
"buffalo";1;1;
"bui";3;3;
"bulgaria";1;3;
"bulgarian";2;2;
"bulk";3;3;
"bull";1;3;
"bunge";1;1;
"bungi";1;1;
"bunker";1;2;
"buri";2;5;
"burial";4;8;
"burli";1;1;
"burn";2;2;
"buse";3;3;
"busi";6;13;
"bust";1;1;
"bustl";4;5;
"buzz";2;3;
"buzzard";1;1;
"byzantium";3;3;
"cabinet";1;1;
"cabl";1;1;
"caesar";1;1;
"cafe";1;1;
"café";7;22;"0.06682691780147322"
"calendar";1;1;
"call";4;16;
"cambridg";1;1;
"camera";1;1;
"camp";3;3;
"campaign";1;1;
"campsit";1;1;
"campu";1;1;
"canal";2;4;
"canvas";1;1;
"canyon";4;5;
"cap";1;1;
"capabl";2;2;
"cape";1;1;
"capit";7;22;
"caprici";1;1;
"caption";1;1;
"captiv";1;1;
"captur";2;2;
"capuchin";1;1;
"car";4;4;
"carcass";1;1;
"card";1;2;
"care";1;1;
"carefulli";2;3;
"carp";1;1;
"carri";1;1;
"carv";4;9;
"cascad";2;2;
"casino";1;1;
"cassiu";1;1;
"cast";1;1;
"castel";1;1;
"castl";5;11;
"catamaran";1;1;
"catch";3;3;
"cathedr";3;7;
"cathol";1;3;
"cauldron";1;1;
"caus";2;2;
"cavalri";1;1;
"cave";5;14;
"cavemen";1;1;
"cd";1;1;
"cedar";1;1;
"ceil";2;3;
"celebr";2;6;
"cell";1;1;
"cellar";1;1;
"cemeteri";1;1;
"centr";6;29;
"centrepiec";1;1;
"centuri";8;82;"0.02878078694539205"
"ceremoni";1;1;
"cerigo";1;1;
"certainli";3;4;
"chaeronea";1;1;
"chain";2;3;
"chair";1;1;
"chamber";2;6;
"chanc";3;3;
"chang";2;9;
"chania";1;1;
"chapel";4;4;
"charact";2;5;
"charg";1;1;
"chariot";1;1;
"charm";3;5;
"charter";1;1;
"chees";1;1;
"cherryad";1;1;
"chess";1;1;
"chestnut";1;3;
"chick";1;1;
"chief";3;3;
"children";2;3;
"chiton";1;1;
"choic";2;5;
"chrissi";1;1;
"christ";3;8;
"christian";4;11;
"christoph";1;1;
"chronicl";1;1;
"chronolog";1;1;
"chunk";1;1;
"church";8;52;
"cicero";1;1;
"cinema";2;3;
"circl";2;5;
"circuit";1;1;
"circul";1;1;
"cistern";1;4;
"citadel";2;13;
"citi";6;89;
"citizen";1;2;
"citizenship";1;1;
"clai";1;1;
"claim";3;3;
"clan";2;8;
"class";1;3;
"classi";2;2;
"classic";4;27;
"clearli";2;3;
"cliff";1;1;
"clifftop";1;1;
"climat";2;6;
"climb";5;17;
"cloak";2;2;
"clock";1;1;
"clockwis";1;2;
"cloth";4;6;
"cloud";1;1;
"club";2;9;
"clue";1;2;
"cluster";4;7;"cluster_0"
"clutch";1;1;
"coach";1;1;
"coars";1;1;
"coast";7;29;
"coastal";2;5;
"coastlin";1;2;
"coat";1;1;
"cobbl";2;2;
"cod";1;1;
"coexist";1;1;
"coffin";1;2;
"coher";1;1;
"cold";1;1;
"collabor";1;1;
"collaps";1;1;
"colon";1;1;
"colonel";1;5;
"coloni";2;2;
"colonnad";1;1;
"colour";5;8;
"column";4;6;
"com";1;1;
"combin";3;4;
"command";3;4;
"commemor";3;4;
"commentari";1;1;
"commerc";1;1;
"commerci";4;8;
"commonli";1;1;"0.0956077047468653"
"commun";5;7;
"commut";1;1;
"compact";1;1;
"compani";1;1;
"companion";1;1;
"compar";1;1;
"compel";3;4;
"compet";2;3;
"complement";1;1;
"complet";5;11;
"complex";5;10;
"comprehens";5;6;
"compris";1;1;
"comput";1;2;
"conceiv";1;1;
"concentr";3;5;
"concept";1;1;
"concert";1;2;
"concess";1;1;
"conch";1;1;
"concret";2;2;"0.0956077047468653"
"concubin";1;2;
"conduct";2;2;
"confect";1;1;
"confeder";1;1;
"confid";1;1;
"confin";1;1;
"confus";1;1;
"confusingli";1;1;
"congreg";2;2;
"conquer";1;1;
"conqueror";1;1;
"conquest";1;3;
"consequ";3;3;
"conserv";1;1;
"consid";1;1;
"consol";2;2;
"consolid";1;1;
"consort";1;2;
"conspicu";2;2;
"constantin";1;1;
"constantinopl";4;7;
"constitut";2;3;
"consumm";1;1;
"contemporari";2;3;
"content";2;2;
"contest";1;1;
"contrast";2;2;
"control";6;16;
"conven";1;1;
"conveni";2;2;
"convent";5;8;
"convers";1;1;
"convert";1;3;
"convinc";1;1;
"copi";1;2;
"coptic";1;1;
"cordon";1;1;
"core";3;4;
"corinth";3;11;
"cork";1;1;
"cormor";1;2;
"corn";2;3;
"corner";4;5;
"cornwal";1;1;
"coron";1;1;
"correspond";2;2;
"corridor";3;3;
"corsair";1;1;
"cosmopolitan";2;3;
"costli";1;1;
"costum";2;3;
"cottag";1;1;
"cotton";2;2;
"council";1;2;
"count";1;1;
"counterpart";1;2;
"countri";5;12;
"countrysid";3;4;
"coupl";3;6;
"cours";3;5;
"court";3;7;
"courtesi";1;1;
"courtyard";1;2;
"cousin";1;1;
"cove";4;4;
"cover";7;22;
"coverag";1;1;
"craft";2;3;
"craftsman";1;1;
"crag";1;1;
"craggi";1;1;
"cram";1;1;
"craze";1;1;
"crazi";1;1;
"creat";3;3;
"creation";1;1;
"creativ";1;1;
"credit";1;2;
"cremat";1;2;
"crest";1;1;
"cretan";2;6;
"cretaquarium";1;1;
"crete";8;41;
"crew";1;2;
"crisi";1;2;
"crispli";1;1;
"crisscross";1;1;
"crop";1;1;
"cross";2;3;
"crowd";6;12;
"cruis";1;1;
"crumbl";1;1;
"crusad";1;2;
"cry";1;1;
"crypt";1;1;
"cubist";1;1;
"culmin";1;1;
"cult";1;1;
"cultiv";1;1;
"cultur";8;16;
"cun";1;1;
"cup";1;2;
"curiou";1;1;
"curl";1;1;
"curs";1;2;
"curv";1;1;
"cushion";1;1;
"custom";2;2;
"customarili";1;1;
"cut";4;7;
"cycl";2;2;
"cyclad";5;15;
"cyclopean";1;2;
"cylindr";1;1;
"cypru";1;1;
"d";1;1;
"dagger";1;1;
"dai";8;36;
"daili";6;10;
"danc";2;5;
"dancer";1;1;
"date";8;22;
"daughter";2;3;
"dawn";2;2;
"daytim";1;1;
"dazzl";1;1;
"deadend";1;1;
"deal";2;2;
"dearli";1;1;
"death";2;4;
"decad";4;9;
"decai";3;3;
"deceas";1;1;
"decemb";1;1;
"decid";4;5;
"decidedli";1;1;
"declar";3;3;
"declin";4;10;
"decor";3;8;
"decreas";1;1;
"decrepit";1;1;"0.0956077047468653"
"dedeagaç";1;1;
"dedhálou";1;1;
"dedic";4;4;
"deepli";1;1;
"defeat";4;6;
"defiant";1;1;
"defin";1;1;
"degre";1;1;
"delic";3;7;
"delight";3;5;
"delin";1;1;
"delo";1;1;
"delta";1;7;
"demand";1;1;
"demet";1;1;
"democraci";1;5;
"democrat";1;3;
"demolish";1;2;
"demonstr";1;2;
"demor";1;1;
"demosthen";1;1;
"den";1;1;
"dens";2;2;
"densiti";1;1;
"depart";1;1;
"departur";1;1;
"depopul";2;2;
"deposit";1;1;
"derelict";1;3;
"descend";2;3;
"describ";1;1;
"descript";1;1;
"desert";2;2;
"deserv";1;2;
"design";4;12;
"desol";1;1;
"despot";2;6;
"destin";2;2;
"destruct";1;1;
"detail";2;4;
"determin";2;2;
"detriment";1;1;
"devast";1;1;
"devic";1;1;
"devot";2;2;
"dhadhiá";1;4;
"dhexamení";1;1;
"dhiakoftó";1;4;
"dhikeosíni";1;1;
"dhimitsána";1;1;
"dhimítrio";1;1;
"dhiroú";1;1;
"dhispílio";1;1;
"dhrakéï";1;1;
"dhrakónda";1;1;
"dhrákou";1;2;
"dhráma";1;3;
"diadem";1;1;
"dictat";1;1;
"didact";1;1;
"differenti";1;1;
"difficulti";1;1;
"dine";1;2;
"dinner";1;1;
"dionyso";1;2;
"direkl";1;2;
"disaffect";1;1;
"disappoint";1;1;
"disast";1;1;
"disastr";1;1;
"disc";1;1;
"discern";2;2;
"disciplin";1;1;
"discov";5;13;
"discoveri";3;5;
"discreet";1;1;
"discrimin";1;1;
"disguis";1;1;
"dish";1;1;
"dissatisfact";1;1;
"dissip";1;1;
"distanc";5;7;
"distil";1;1;
"district";4;6;
"dive";2;2;
"divers";4;7;
"divert";1;2;
"divid";2;3;
"divis";1;1;
"dochiari";1;1;
"dock";1;1;
"dockyard";1;1;
"document";1;1;
"dodecanes";3;3;
"dog";1;1;
"domain";1;1;
"dome";7;10;
"domest";1;1;
"domin";5;11;
"donat";1;1;
"donkei";1;2;
"donor";1;1;
"door";1;1;
"doorwai";2;3;
"dorian";1;1;
"dormit";2;3;
"doryphoro";1;1;
"dot";1;1;
"doubl";4;7;
"dove";1;1;
"downhil";1;1;
"downstair";1;1;
"dozen";4;7;
"drab";1;1;
"draco";1;1;
"drag";1;1;
"dragon";1;4;
"drain";1;1;
"drama";2;5;
"dramat";5;12;
"draw";2;2;
"dredg";1;1;
"dress";1;1;
"dri";1;1;
"drift";2;3;
"drink";4;9;
"drive";3;4;
"drop";3;4;
"dross";1;1;
"drug";1;1;
"drum";1;1;
"dub";1;1;
"dubiou";1;1;
"duck";1;1;
"dune";1;1;
"dusk";2;2;
"duti";1;1;
"duzen";1;1;
"dvd";1;1;
"dyke";1;1;
"dynast";1;1;
"dynasti";2;4;
"e";1;3;
"eagl";2;4;
"ear";1;2;
"earnest";1;1;
"earth";1;1;
"earthquak";1;3;
"easili";4;8;
"ecclesiast";1;1;
"echo";1;1;
"eco";2;2;
"econom";2;4;
"economi";1;1;
"ecotour";1;1;
"edem";1;2;
"edific";1;1;
"edit";1;1;
"educ";2;2;
"effect";5;5;
"effigi";1;1;
"effort";1;2;
"efstrátio";1;2;
"eg";1;1;
"egnatía";1;4;
"egret";1;2;
"egyptian";1;1;
"el";2;2;
"elabor";2;3;
"elefsína";1;1;
"eleftherio";1;1;
"elefthería";1;1;
"eleftherío";1;1;
"eleg";2;2;
"elegantli";1;1;
"elektra";1;1;
"eleph";1;1;
"elev";1;1;
"eleventh";2;2;
"elit";1;1;
"elkómeno";1;1;
"eloúnda";1;2;
"els";4;4;
"elsewher";4;5;
"email";1;1;
"embassi";1;2;
"emblem";1;1;
"emboss";1;2;
"embroideri";1;1;
"emigr";2;4;
"emperor";3;5;
"empir";6;11;
"emporia";1;1;
"empti";1;1;
"encircl";1;1;
"enclav";1;2;
"encompass";3;3;
"encount";1;1;
"encourag";1;1;
"end";5;24;
"endearingli";1;1;
"endow";1;2;
"enemi";1;1;
"engin";1;2;
"enhanc";1;1;
"enlist";1;1;
"enthusiast";2;2;
"entir";2;9;
"entranc";5;9;
"entri";1;1;
"environ";1;1;
"environment";1;1;
"epic";1;2;
"epicuru";1;1;
"epidauru";2;9;
"epidavro";1;1;
"epistl";1;1;
"eponym";1;1;
"equestrian";1;1;
"equip";3;3;
"era";4;8;
"ermióni";1;1;
"ermoúpoli";1;4;
"erudit";1;2;
"escal";1;1;
"escap";4;6;
"escarp";1;1;
"especi";7;21;
"estat";1;1;
"estim";2;3;
"ethnolog";1;3;
"eupalino";1;1;
"eupatrida";1;2;
"euripid";1;1;
"europ";8;17;
"european";3;3;
"eurydik";1;2;
"evacu";3;3;
"evangelismó";1;1;
"evangelistría";2;2;
"event";2;9;
"eventu";5;7;
"everywher";1;1;
"evid";2;3;
"evoc";1;2;
"evripídh";1;4;
"evróta";1;2;
"evzón";1;1;
"exalt";1;1;
"exampl";5;9;
"excav";5;12;
"exce";1;1;
"excel";6;23;
"exchang";1;1;
"excit";3;4;
"exclaim";1;1;
"exclud";2;2;
"exclus";3;3;
"excommun";1;1;
"excurs";2;3;
"excus";1;1;
"execut";2;2;
"exercis";2;2;
"exert";1;1;
"exhibit";5;14;
"exil";2;2;
"exit";1;1;
"exohóri";1;3;
"exot";1;1;
"expans";4;6;
"expat";1;1;
"expedit";1;1;
"expens";2;3;
"explan";2;2;
"export";1;2;
"expos";1;1;
"exquisit";2;3;
"extens";6;17;
"extent";2;3;
"exterior";1;2;
"extinguish";1;1;
"extraordinari";4;6;
"extraordinarili";1;2;
"extrem";5;11;
"extremadura";1;1;
"exárhia";1;4;
"ey";1;1;
"eándio";1;1;
"eólou";1;8;
"fabul";4;7;
"facad";1;6;
"face";5;9;
"facial";1;2;
"facil";2;2;
"fact";5;10;
"factor";1;1;
"factual";1;1;
"fade";1;1;
"fairer";1;1;
"fairli";1;1;
"falakró";1;1;
"falcon";1;1;
"fall";4;11;
"fals";1;1;
"falásarna";1;1;
"fame";2;2;
"famili";4;9;
"famou";6;13;
"fanci";1;1;
"fancier";1;1;
"faneroméni";1;1;
"fantasi";1;1;
"fare";2;2;
"farm";1;1;
"farmer";1;1;
"fashion";3;5;
"fate";1;1;
"father";3;6;
"favour";2;2;
"favourit";2;3;
"feat";1;1;
"feed";1;1;
"feel";2;2;
"fell";2;4;
"femal";3;3;
"fenc";1;1;
"ferri";3;6;
"fertil";5;6;
"festoon";1;1;
"feud";1;6;
"feudal";1;2;
"fidia";1;1;
"field";1;1;
"fig";1;1;
"fight";1;1;
"figur";4;7;
"file";1;1;
"filippoi";1;1;
"filistron";1;1;
"film";2;4;
"filopápp";1;2;
"financi";1;1;
"fine";6;15;
"finer";1;1;
"finger";1;2;
"finikoúnda";1;1;
"finish";1;1;
"fire";6;6;
"fireplac";2;2;
"firewat";1;1;
"fish";5;9;
"fishermen";1;1;
"fit";1;4;
"fjord";1;1;
"flag";1;1;
"flank";5;6;
"flashi";1;1;
"flea";1;5;
"fleet";3;4;
"flesh";1;1;
"fleshpot";1;1;
"flicker";1;1;
"flight";1;1;
"flisvó";1;1;
"float";1;1;
"flock";1;1;
"flog";1;1;
"floor";2;9;
"flora";2;4;
"florenc";1;1;
"flour";1;1;
"flow";1;2;
"flower";1;4;
"flórina";1;2;
"focu";2;4;
"foil";1;1;
"fold";2;3;
"folk";3;4;
"folklor";3;5;
"food";5;18;
"foot";5;8;
"footbridg";1;2;
"foothil";3;3;
"footpath";2;2;
"footstool";1;2;
"footwear";1;1;
"forai";1;1;
"forc";4;11;
"fore";1;2;
"forest";5;10;
"fork";1;2;
"form";7;15;
"fort";2;3;
"forti";2;2;
"fortifi";2;5;
"fortress";4;9;
"fortun";2;2;
"forum";1;1;
"fossil";1;1;
"foundat";5;9;
"fountain";1;1;
"fox";1;1;
"fragment";1;3;
"frame";1;1;
"frangokastello";1;1;
"frangokástello";1;1;
"frangopoulo";1;1;
"frankish";3;5;
"freighter";1;1;
"french";3;4;
"fresco";7;22;
"freshwat";1;2;
"fri";2;3;
"fridai";1;2;
"friendli";2;2;
"friez";1;4;
"frog";1;1;
"front";3;6;
"frontier";1;1;
"fruit";2;5;
"fuell";1;1;
"fun";1;1;
"funer";1;1;
"funerari";1;1;
"fur";1;3;
"furi";1;1;
"furnish";1;1;
"furrier";1;1;
"furrow";1;1;
"furthest";1;1;
"fáliro";1;1;
"fête";1;1;
"gain";2;2;
"gallop";1;1;
"game";2;4;
"gang";1;1;
"garden";2;3;
"gargantuan";1;1;
"garlic";1;1;
"garrison";4;6;
"gatepost";1;1;
"gatewai";4;6;
