"word";"in documents";"total";"att_1"
"comfort";10;10;
"comfort_lov";10;10;
"comic_opera";1;1;
"commemor";1;1;
"commemorating_loc";1;1;
"commerc";1;1;
"commerce_tour";1;1;
"commerci";2;2;
"commercial_app";1;1;
"commercial_centr";1;1;
"committed_hik";1;1;
"common_featur";1;1;
"common_wond";1;1;
"commun";2;2;
"communities_normandi";1;1;
"compact";2;2;
"compact_cov";1;1;
"compactness_mak";1;1;
"competit";10;10;
"competitions_ebook";10;10;
"complet";2;2;
"complete_mediev";1;1;
"completed_louvr";1;1;
"comprehens";6;6;
"comprehensive_guid";6;6;
"comrad";1;1;
"comrades_visitor";1;1;
"comté";1;1;
"comté_franc";1;1;
"concentr";1;1;
"concentrated_handsom";1;1;
"concern";1;1;
"concern_rel";1;1;
"condit";10;10;
"conditions_mandatori";10;10;
"confessed_jihadist";1;1;
"confin";1;1;
"confined_main";1;1;
"conflict";1;2;
"conflict_french";1;1;
"conflict_st";1;1;
"connected_great";1;1;
"conquer";2;2;
"conquer_england";1;1;
"conquered_c";1;1;
"consciously_reviv";1;1;
"consent";10;10;
"consent_stor";10;10;
"consid";1;1;
"considered_paragon";1;1;
"consists_craggi";1;1;
"conspir";1;1;
"conspired_cr";1;1;
"contains_affili";1;1;
"contains_scatt";1;1;
"contemporari";2;2;
"contemporary_art";2;2;
"contend_hug";1;1;
"continu";2;6;
"continue_notori";1;1;
"continue_read";1;1;
"continue_regard";1;1;
"continued_restor";1;1;
"continues_defin";1;1;
"continuing_green";1;1;
"contrast";2;2;
"contrast_beachcomb";1;1;
"contrasting_spiritu";1;1;
"contributions_island";1;1;
"control";1;2;
"control_feud";1;1;
"controlled_rifl";1;1;
"convent";1;1;
"conventional_tourist";1;1;
"convert";1;2;
"converted_invad";1;1;
"converted_railwai";1;1;
"cook";1;1;
"cooki";10;40;
"cookies_help";10;20;
"cookies_statist";10;10;
"cookies_track";10;10;
"cooking_ruin";1;1;
"copyright";10;10;
"copyright_apa";10;10;
"core";1;1;
"core_breton";1;1;
"corruption_feud";1;1;
"cors";1;1;
"corse_harbour";1;1;
"corsica";2;11;
"corsica_";1;2;
"corsica_bas";1;1;
"corsica_genoa";1;1;
"corsica_heavili";1;1;
"corsica_rough";2;2;
"corsica_strateg";1;1;
"corsica_suff";1;1;
"corsica_travel";1;1;
"corsica_vari";1;1;
"corsican";1;5;
"corsican_c";1;1;
"corsican_languag";1;1;
"corsican_town";1;1;
"corsicans_exempt";1;1;
"corsicans_interior";1;1;
"cosmopolitan";1;1;
"cosmopolitan_c";1;1;
"cost";1;1;
"cost_futil";1;1;
"costliest";1;1;
"costliest_defeat";1;1;
"count";1;1;
"count_pari";1;1;
"counter";1;1;
"counter_kil";1;1;
"countri";5;5;
"country_act";1;1;
"country_actu";1;1;
"country_dai";1;1;
"country_especi";1;1;
"country_nearbi";1;1;
"courgett";1;1;
"courgettes_onion";1;1;
"court";1;2;
"court_";1;1;
"court_vast";1;1;
"courtyard";1;1;
"courtyards_garden";1;1;
"coutanc";1;1;
"cove";2;2;
"cover";1;1;
"covers_entr";1;1;
"coves_fish";1;1;
"coves_southern";1;1;
"craggi";1;2;
"craggy_snowi";1;1;
"craggy_terrain";1;1;
"creat";2;5;
"create_backdrop";1;1;
"create_fantast";1;1;
"create_sens";1;1;
"create_wid";1;1;
