"word";"in documents";"total";"att_1"
"gorgeou";1;1;
"gorgeous_squar";1;1;
"great_divers";1;1;
"grei";1;1;
"gretel";1;1;
"gretel_link";1;1;
"grey_communist";1;1;
"group";10;11;
"group_headquart";10;10;
"grouped_centralna";1;1;
"guest";10;20;
"guest_k";10;20;
"guesthouses_summ";1;1;
"guid";10;126;
"guide_audio";1;1;
"guide_brug";1;1;
"guide_europ";10;10;
"guide_find";1;1;
"guide_fr";1;1;
"guide_ireland";1;1;
"guide_italian";1;1;
"guide_poland";10;11;
"guide_rough";3;3;"0.014809820855027673"
"guide_travel";1;1;
"guide_warsaw";1;1;
"guided_tour";1;2;
"guided_visit";1;1;
"guides_brows";10;10;
"guides_depth";10;10;
"guides_fil";10;10;
"guides_mak";1;1;
"guides_rough";6;6;
"guides_snapshot";10;13;
"guides_term";10;10;
"guides_trademark";10;10;
"guides_travel";1;1;
"guides_trust";10;10;
"guides_understand";10;10;
"g?ówne";1;1;
"g?ówne_miasto";1;1;
"hail";1;1;
"hailed_europ";1;1;
"halfwai";1;1;
"halfway_fifteenth";1;1;
"hall";2;3;
"hall_floor";1;1;
"hall_magnific";1;1;
"hall_w";1;1;
"hamlet";1;1;
"hamlet_ku?nic";1;1;
"hansel";1;1;
"hansel_gretel";1;1;
"headquart";10;10;
"headquarters_mil";10;10;
"heart";4;4;
"heart_main";1;1;
"heart_mazuri";1;1;
"heart_tatra";1;1;
"heart_town";1;1;
"help";10;30;
"help_mak";10;10;
"help_plan";10;10;
"help_websit";10;10;
"heritag";1;1;
"heritage_extinguish";1;1;
"higher_heart";1;1;
"highlight";2;2;
"highlights_includ";2;2;
"hike";1;2;
"hiker";2;2;
"hiker_";1;1;
"hikers_off";1;1;
"hiking_tatra";1;2;
"histori";1;1;
"history_polish";1;1;
"hitler";1;1;
"hitler_ord";1;1;
"holi";1;1;
"hostel";1;1;
"hostels_mainli";1;1;
"hotel";2;2;
"hotel_pric";1;1;
"hour";1;1;
"hour_pm";1;1;
"houses_known";1;1;
"hr";1;1;
"hr_train";1;1;
"hsid";10;20;
"hsid_lsid";10;20;
"i_control";1;1;
"i_read";10;10;
"ii";1;1;
"ii_essenti";1;1;
"impressive_statu";1;1;
"impressively_transform";1;1;
"improv";10;10;
"improve_experi";10;10;
