"att_1";"word";"in documents";"total";"id"
"0.5773502691896258";;;;"come"
"0.2886751345948129";;;;"mandarin"
"0.5773502691896258";;;;"protect"
"0.2886751345948129";;;;"reed"
"0.2886751345948129";;;;"see"
"0.2886751345948129";;;;"swans_mandarin"
"cluster_0";;;;"cluster"
