"station_uuid";"average(e5_cleaned)";"average(diesel_cleaned)";"average(e10_cleaned)";"Date New";"Price_ural";"Price_brent";"Price_wti";"Label e10";"Label e5";"Label Diesel";"weekday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5006666666666668;1.2977500000000002;1.4806666666666664;4/18/19 12:00 AM;69.94;70.71;46.37701044165031;"0";"0";"1";"Thursday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.531857142857143;1.3166190476190474;1.5118571428571426;4/19/19 12:00 AM;70.36250544662309;71.94166666666666;46.377036289838365;"1";"1";"1";"Friday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5446521739130432;1.329;1.5246521739130432;4/20/19 12:00 AM;70.4830341880342;71.96706349206347;46.37706169488297;"1";"1";"1";"Saturday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.538047619047619;1.3332857142857142;1.5180476190476189;4/21/19 12:00 AM;70.60984749455338;71.96056910569106;46.377086668083194;"0";"0";"1";"Sunday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.539;1.3254999999999997;1.5190000000000001;4/22/19 12:00 AM;71.45;70.71;46.37711122035724;"1";"1";"0";"Monday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5447894736842105;1.3368947368421051;1.5247894736842103;4/23/19 12:00 AM;71.86;74.39;46.37713536225829;"1";"1";"1";"Tuesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5311052631578945;1.3100526315789471;1.511105263157895;4/24/19 12:00 AM;70.64701525054467;73.59;46.3771591039897;"0";"0";"0";"Wednesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5326842105263154;1.3200526315789474;1.5126842105263154;4/25/19 12:00 AM;72.66;74.94;46.377182455419316;"1";"1";"1";"Thursday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5334999999999999;1.3029999999999995;1.5134999999999998;4/26/19 12:00 AM;70.55;71.03;46.37720542609326;"1";"1";"0";"Friday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.546272727272727;1.3303636363636364;1.5262727272727274;4/27/19 12:00 AM;70.4973611111111;72.274;46.37722802524878;"1";"1";"1";"Saturday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5568947368421053;1.3390000000000002;1.5368947368421053;4/28/19 12:00 AM;70.48063218390804;72.25263492063492;46.377250261826774;"1";"1";"1";"Sunday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5578888888888887;1.3467777777777779;1.537888888888889;4/29/19 12:00 AM;70.01;71.22;46.377272144483506;"1";"1";"1";"Monday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5420434782608694;1.327695652173913;1.5220434782608698;4/30/19 12:00 AM;70.8;72.19;46.377293681601856;"0";"0";"0";"Tuesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5333478260869566;1.3146521739130435;1.5133478260869566;5/1/19 12:00 AM;70.41364379084968;72.01;46.377314881302084;"0";"0";"0";"Wednesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5529130434782605;1.3337826086956523;1.5329130434782607;5/2/19 12:00 AM;70.28364632237871;70.56;46.37733575145194;"1";"1";"1";"Thursday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5403793103448276;1.3214137931034482;1.5203793103448275;5/3/19 12:00 AM;70.26643835616439;71.95;46.37735629967651;"0";"0";"0";"Friday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5461999999999998;1.3242000000000003;1.5262;5/4/19 12:00 AM;70.25014814814814;71.42431746031745;46.37737653336735;"1";"1";"1";"Saturday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5480909090909087;1.328090909090909;1.528090909090909;5/5/19 12:00 AM;70.13847953216373;71.41901587301588;46.37739645969154;"1";"1";"1";"Sunday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5589999999999997;1.3394;1.5390000000000001;5/6/19 12:00 AM;68.95;71.95;46.37741608560002;"1";"1";"1";"Monday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5529130434782608;1.329869565217391;1.5329130434782607;5/7/19 12:00 AM;69.95916305916306;70.98;46.37743541783569;"0";"0";"0";"Tuesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.557125;1.3290000000000002;1.5371249999999999;5/8/19 12:00 AM;68.18;71.09;46.37745446294119;"1";"1";"0";"Wednesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5624615384615386;1.3324615384615384;1.5424615384615383;5/9/19 12:00 AM;69.68036075036075;70.61;46.37747322726621;"1";"1";"1";"Thursday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.567965517241379;1.3276206896551725;1.547965517241379;5/10/19 12:00 AM;69.56549629629629;71.63;46.37749171697461;"1";"1";"0";"Friday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5435454545454546;1.302181818181818;1.5235454545454545;5/11/19 12:00 AM;69.56610350076103;72.25038095238095;46.37750993805113;"0";"0";"0";"Saturday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5526842105263157;1.3111052631578943;1.5326842105263156;5/12/19 12:00 AM;69.26574879227053;72.2832380952381;46.37752789630788;"1";"1";"1";"Sunday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5697692307692306;1.3286153846153845;1.5497692307692306;5/13/19 12:00 AM;69.69;72.35;46.377545597390466;"1";"1";"1";"Monday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5645555555555555;1.3101111111111108;1.5445555555555557;5/14/19 12:00 AM;68.84450094161957;72.53;46.377563046783976;"0";"0";"0";"Tuesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5612727272727271;1.310363636363636;1.541272727272727;5/15/19 12:00 AM;68.67;73.09;46.37758024981862;"0";"0";"1";"Wednesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5604814814814814;1.3086296296296296;1.5404814814814816;5/16/19 12:00 AM;68.84647798742138;74.7;46.37759721167514;"0";"0";"0";"Thursday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5662;1.3118000000000003;1.5462;5/17/19 12:00 AM;70.41;73.94;46.37761393739003;"1";"1";"1";"Friday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.557620689655172;1.3055517241379309;1.5376206896551727;5/18/19 12:00 AM;68.65968253968254;72.18901587301588;46.37763043186051;"0";"0";"0";"Saturday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5559565217391305;1.3024782608695653;1.5359565217391307;5/19/19 12:00 AM;68.65026004728134;72.15038095238094;46.377646699849336;"0";"0";"0";"Sunday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.599;1.349;1.5789999999999997;5/20/19 12:00 AM;70.16;73.21;46.377662745989355;"1";"1";"1";"Monday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5825714285714287;1.3279285714285716;1.5625714285714285;5/21/19 12:00 AM;69.73;72.94;46.3776785747879;"0";"0";"0";"Tuesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.6024615384615386;1.345923076923077;1.5574615384615385;5/22/19 12:00 AM;69.3;71.94;46.377694190631026;"0";"1";"1";"Wednesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5880322580645156;1.3335161290322586;1.5344838709677417;5/23/19 12:00 AM;66.78;68.37;46.37770959778756;"0";"0";"0";"Thursday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.599645161290322;1.332870967741936;1.5483548387096775;5/24/19 12:00 AM;66.14;67.98;46.377724800413006;"1";"1";"0";"Friday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.581222222222222;1.3208518518518517;1.5297407407407404;5/25/19 12:00 AM;66.86852657004832;70.50327913279133;46.37773980255326;"0";"0";"0";"Saturday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.591424242424242;1.3326363636363636;1.5423333333333333;5/26/19 12:00 AM;66.8124537037037;69.5170634920635;46.377754608148194;"1";"1";"1";"Sunday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5923333333333332;1.3286666666666669;1.5453333333333334;5/27/19 12:00 AM;65.71877314814814;69.479708994709;46.37776922103512;"1";"1";"0";"Monday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5775714285714282;1.3185238095238094;1.5285238095238096;5/28/19 12:00 AM;66.9;70.19;46.37778364495213;"0";"0";"0";"Tuesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5913333333333333;1.337333333333333;1.541;5/29/19 12:00 AM;64.58069444444445;70.64;46.377797883541234;"1";"1";"1";"Wednesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5660833333333333;1.3131666666666664;1.5210833333333333;5/30/19 12:00 AM;65.8;69.55;46.377811940351435;"0";"0";"0";"Thursday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5712222222222219;1.326037037037037;1.521222222222222;5/31/19 12:00 AM;61.78;66.78;46.377825818841735;"1";"1";"1";"Friday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.583516129032258;1.3138387096774191;1.5328709677419354;6/1/19 12:00 AM;62.12501182033097;66.10131578947369;46.37783952238388;"1";"1";"0";"Saturday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5603636363636364;1.3017272727272728;1.519;6/2/19 12:00 AM;61.33309178743962;65.69945945945945;46.37785305426518;"0";"0";"0";"Sunday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5793030303030302;1.3093030303030302;1.5305151515151518;6/3/19 12:00 AM;61.15;63.16;46.377866417691095;"1";"1";"1";"Monday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5689999999999995;1.2997407407407406;1.5197407407407406;6/4/19 12:00 AM;59.0;63.56;46.377879615787755;"0";"0";"0";"Tuesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5497407407407409;1.2697407407407408;1.5001111111111112;6/5/19 12:00 AM;59.35;62.14;46.37789265160442;"0";"0";"0";"Wednesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5545555555555557;1.273074074074074;1.5067777777777778;6/6/19 12:00 AM;57.85;62.77;46.377905528115825;"1";"1";"1";"Thursday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5138275862068964;1.2714137931034482;1.4683103448275863;6/7/19 12:00 AM;59.428;64.1;46.37791824822444;"0";"0";"0";"Friday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5063913043478263;1.2568260869565213;1.4655217391304347;6/8/19 12:00 AM;59.39378250591016;63.178507936507934;46.37793081476265;"0";"0";"0";"Saturday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5324782608695653;1.2933478260869564;1.478130434782609;6/9/19 12:00 AM;58.67621749408984;63.17917460317461;46.377943230494864;"1";"1";"1";"Sunday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5296896551724137;1.289689655172414;1.4821034482758622;6/10/19 12:00 AM;56.65;64.31;46.37795549811952;"1";"0";"0";"Monday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5341612903225803;1.2909354838709675;1.4883548387096772;6/11/19 12:00 AM;58.7;63.56;46.37796762027109;"1";"1";"1";"Tuesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5370645161290322;1.275774193548387;1.4857741935483872;6/12/19 12:00 AM;57.98074074074074;61.66;46.37797959952192;"0";"1";"0";"Wednesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5354516129032254;1.265774193548387;1.4873870967741938;6/13/19 12:00 AM;57.0;63.28;46.37799143838404;"1";"0";"0";"Thursday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.528;1.2626666666666668;1.4779999999999995;6/14/19 12:00 AM;57.75;63.13;46.37800313931097;"0";"0";"0";"Friday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5096666666666667;1.258;1.4540000000000002;6/15/19 12:00 AM;58.21086419753087;63.56946031746031;46.37801470469938;"0";"0";"0";"Saturday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5028095238095238;1.2713809523809527;1.4528095238095236;6/16/19 12:00 AM;58.41123737373738;63.58295238095238;46.37802613689077;"0";"0";"1";"Sunday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5320769230769236;1.2736153846153848;1.480923076923077;6/17/19 12:00 AM;58.1;62.56;46.37803743817294;"1";"1";"1";"Monday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.522076923076923;1.2616923076923074;1.4693846153846157;6/18/19 12:00 AM;57.15;63.35;46.37804861078166;"0";"0";"0";"Tuesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5312580645161291;1.2751290322580644;1.484161290322581;6/19/19 12:00 AM;58.55;62.85;46.37805965690206;"1";"1";"1";"Wednesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5207857142857144;1.2825714285714283;1.4682857142857146;6/20/19 12:00 AM;59.20846560846561;65.44;46.37807057867005;"0";"0";"1";"Thursday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5319166666666664;1.2869166666666667;1.4806666666666668;6/21/19 12:00 AM;60.05;65.99;46.37808137817373;"1";"1";"1";"Friday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5244166666666663;1.2898333333333334;1.4777500000000003;6/22/19 12:00 AM;59.73723577235772;65.26609523809523;46.37809205745474;"0";"0";"1";"Saturday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5305999999999997;1.2982;1.4838;6/23/19 12:00 AM;60.219972222222225;65.30533333333332;46.378102618509466;"1";"1";"1";"Sunday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5297142857142858;1.3004285714285717;1.4590000000000003;6/24/19 12:00 AM;60.75;65.16;46.37811306329037;"0";"0";"1";"Monday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.515428571428571;1.2822142857142855;1.446142857142857;6/25/19 12:00 AM;59.95;66.24;46.37812339370714;"0";"0";"0";"Tuesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5051538461538458;1.2766923076923073;1.4401538461538463;6/26/19 12:00 AM;61.0;66.85;46.378133611627874;"0";"0";"0";"Wednesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5005384615384614;1.2747692307692307;1.436307692307692;6/27/19 12:00 AM;61.99;66.78;46.378143718880224;"0";"0";"0";"Thursday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5145555555555552;1.2893703703703703;1.4445555555555556;6/28/19 12:00 AM;61.95;67.52;46.378153717252424;"1";"1";"1";"Friday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.504;1.2790000000000001;1.4267272727272728;6/29/19 12:00 AM;60.973362573099415;65.21555555555555;46.378163608494425;"0";"0";"0";"Saturday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4924615384615383;1.2866923076923074;1.4228461538461539;6/30/19 12:00 AM;60.9705;65.1731746031746;46.378173394318864;"0";"0";"1";"Sunday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.493782608695652;1.2716086956521744;1.4272608695652176;7/1/19 12:00 AM;62.8;65.1;46.37818307640208;"1";"1";"0";"Monday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5004814814814813;1.2856666666666665;1.4345555555555558;7/2/19 12:00 AM;61.45;62.72;46.37819265638502;"1";"1";"1";"Tuesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5042000000000002;1.2901999999999998;1.4365999999999999;7/3/19 12:00 AM;59.4;63.53;46.37820213587423;"1";"1";"1";"Wednesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4747894736842107;1.2563684210526314;1.4095263157894735;7/4/19 12:00 AM;61.364879227053144;63.62;46.37821151644274;"0";"0";"0";"Thursday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5019629629629625;1.2849259259259256;1.4345555555555554;7/5/19 12:00 AM;59.95;64.23;46.378220799630895;"1";"1";"1";"Friday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.499625;1.289;1.4352500000000004;7/6/19 12:00 AM;60.85;64.8675873015873;46.37822998694724;"1";"0";"1";"Saturday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4926;1.281;1.4289999999999998;7/7/19 12:00 AM;61.79270833333333;64.90152380952381;46.37823907986929;"0";"0";"0";"Sunday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4919166666666666;1.271916666666667;1.4260833333333338;7/8/19 12:00 AM;61.92600472813239;64.89;46.37824807984441;"0";"0";"0";"Monday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4853636363636362;1.2726363636363638;1.4217272727272725;7/9/19 12:00 AM;61.55;64.3;46.37825698829046;"0";"0";"1";"Tuesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4974848484848486;1.2702121212121218;1.4305151515151509;7/10/19 12:00 AM;60.85;66.41;46.37826580659668;"1";"1";"0";"Wednesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4976206896551723;1.2690000000000001;1.4262413793103454;7/11/19 12:00 AM;63.05;67.64;46.37827453612428;"0";"1";"0";"Thursday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.499;1.2666666666666666;1.4336666666666664;7/12/19 12:00 AM;63.8;66.65;46.378283178207205;"1";"1";"0";"Friday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.507387096774194;1.2790000000000001;1.444161290322581;7/13/19 12:00 AM;61.79318181818182;64.89679365079364;46.37829173415285;"1";"1";"1";"Saturday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5093448275862071;1.2789999999999997;1.445551724137931;7/14/19 12:00 AM;61.790025252525254;64.85949206349206;46.37830020524264;"1";"1";"0";"Sunday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.5256666666666663;1.2985833333333334;1.4573333333333336;7/15/19 12:00 AM;63.5;66.86;46.37830859273271;"1";"1";"1";"Monday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4952500000000004;1.2981666666666667;1.4335833333333337;7/16/19 12:00 AM;61.87460317460318;65.87;46.37831689785453;"0";"0";"0";"Tuesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4853333333333334;1.264333333333333;1.4179999999999997;7/17/19 12:00 AM;63.25;63.67;46.37832512181549;"0";"0";"0";"Wednesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.479;1.2614137931034486;1.4089999999999996;7/18/19 12:00 AM;61.4;60.7;46.378333265799526;"0";"0";"0";"Thursday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4780909090909091;1.2626363636363633;1.4121818181818184;7/19/19 12:00 AM;59.65;61.04;46.37834133096764;"1";"0";"1";"Friday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.489740740740741;1.2712222222222223;1.423074074074074;7/20/19 12:00 AM;61.85868945868946;63.16025396825397;46.378349318458476;"1";"1";"1";"Saturday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4845999999999997;1.2666000000000002;1.4178000000000004;7/21/19 12:00 AM;61.671052631578945;63.147111111111116;46.37835722938882;"0";"0";"0";"Sunday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4873870967741936;1.2706129032258062;1.4364193548387096;7/22/19 12:00 AM;60.15;61.96;46.3783650648542;"1";"1";"1";"Monday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4905789473684212;1.2716315789473684;1.4432105263157897;7/23/19 12:00 AM;61.2;62.28;46.378372825929304;"1";"1";"1";"Tuesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4909354838709676;1.273838709677419;1.4419032258064515;7/24/19 12:00 AM;61.2;63.83;46.37838051366852;"0";"1";"1";"Wednesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.483666666666667;1.2749999999999997;1.4349999999999994;7/25/19 12:00 AM;62.7;63.47;46.37838812910641;"0";"0";"1";"Thursday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4893571428571426;1.2800714285714285;1.4393571428571428;7/26/19 12:00 AM;62.35;62.46;46.37839567325818;"1";"1";"1";"Friday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4840000000000002;1.276;1.4336666666666664;7/27/19 12:00 AM;61.791919191919185;62.541812865497086;46.378403147120096;"0";"0";"0";"Saturday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4781304347826087;1.269;1.4303043478260866;7/28/19 12:00 AM;61.94420289855074;62.38484330484331;46.37841055166995;"0";"0";"0";"Sunday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4921250000000001;1.2796249999999998;1.4433749999999994;7/29/19 12:00 AM;61.75;62.29;46.37841788786748;"1";"1";"1";"Monday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.488642857142857;1.2793571428571426;1.4379285714285712;7/30/19 12:00 AM;61.952083333333334;62.55;46.3784251566548;"0";"0";"0";"Tuesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4828461538461537;1.272076923076923;1.4370769230769231;7/31/19 12:00 AM;64.3;64.07;46.37843235895677;"0";"0";"0";"Wednesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4735833333333332;1.264;1.4248333333333338;8/1/19 12:00 AM;64.3;60.60531746031746;46.37843949568143;"0";"0";"0";"Thursday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4815925925925926;1.2741851851851849;1.4304814814814815;8/2/19 12:00 AM;62.9;61.12;46.37844656772033;"1";"1";"1";"Friday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4869411764705884;1.2725294117647061;1.4395882352941178;8/3/19 12:00 AM;60.67487922705314;59.9169376693767;46.378453575948974;"1";"1";"0";"Saturday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4979655172413795;1.2827931034482756;1.4493448275862064;8/4/19 12:00 AM;59.99570707070708;59.37852777777778;46.37846052122709;"1";"1";"1";"Sunday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4782592592592594;1.2664074074074074;1.4267777777777777;8/5/19 12:00 AM;62.9;59.32;46.378467404399075;"0";"0";"0";"Monday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4832857142857143;1.2715;1.4329285714285718;8/6/19 12:00 AM;59.55;58.63;46.37847422629426;"1";"1";"1";"Tuesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4527037037037038;1.2352962962962968;1.4015925925925927;8/7/19 12:00 AM;58.85;55.03;46.37848098772727;"0";"0";"0";"Wednesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4460967741935484;1.2402903225806454;1.3993225806451612;8/8/19 12:00 AM;55.1;56.29;46.378487689498385;"0";"0";"1";"Thursday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.450923076923077;1.2432307692307694;1.4132307692307695;8/9/19 12:00 AM;56.1;57.37;46.37849433239382;"1";"1";"1";"Friday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4643333333333333;1.2523333333333333;1.4166666666666672;8/10/19 12:00 AM;57.8562678062678;57.75901587301587;46.378500917186;"1";"1";"1";"Saturday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4706666666666668;1.262;1.4219999999999997;8/11/19 12:00 AM;57.220972222222215;57.77368253968254;46.378507444633925;"1";"1";"1";"Sunday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4643333333333337;1.2576666666666663;1.4196666666666666;8/12/19 12:00 AM;55.7;57.13;46.37851391548347;"0";"0";"0";"Monday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.454555555555556;1.250111111111111;1.4171481481481483;8/13/19 12:00 AM;56.6;59.9;46.37852033046752;"0";"0";"0";"Tuesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4757741935483875;1.2460967741935483;1.43158064516129;8/14/19 12:00 AM;56.360978835978834;57.86;46.37852669030647;"1";"1";"0";"Wednesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4828709677419358;1.2570645161290324;1.4377096774193547;8/15/19 12:00 AM;56.15;57.37;46.37853299570837;"1";"1";"1";"Thursday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4641851851851855;1.2589999999999995;1.4208518518518516;8/16/19 12:00 AM;55.7;59.0;46.3785392473691;"0";"0";"1";"Friday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4593846153846155;1.260153846153846;1.417461538461539;8/17/19 12:00 AM;56.242424242424235;58.9111746031746;46.37854544597286;"0";"0";"1";"Saturday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4546000000000001;1.2534;1.4134000000000002;8/18/19 12:00 AM;56.36527777777778;58.93215873015873;46.37855159219221;"0";"0";"0";"Sunday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4482857142857146;1.255785714285714;1.409;8/19/19 12:00 AM;56.05;59.79;46.3785576866884;"0";"0";"1";"Monday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4554285714285717;1.260428571428571;1.4132857142857145;8/20/19 12:00 AM;56.8;59.03;46.37856373011162;"1";"1";"1";"Tuesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.452214285714286;1.2514999999999998;1.4047142857142858;8/21/19 12:00 AM;56.8;60.6;46.37856972310117;"0";"0";"0";"Wednesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4469999999999998;1.249333333333333;1.4033333333333333;8/22/19 12:00 AM;56.46283068783069;59.81;46.37857566628576;"0";"0";"0";"Thursday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.443285714285714;1.2529285714285714;1.3972142857142862;8/23/19 12:00 AM;57.35;58.64;46.37858156028369;"0";"0";"1";"Friday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4486428571428573;1.2604285714285712;1.4050714285714285;8/24/19 12:00 AM;56.644037940379405;59.67111111111112;46.378587405703044;"1";"1";"1";"Saturday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4590000000000003;1.2594166666666664;1.4102500000000002;8/25/19 12:00 AM;56.69763888888888;59.67511111111112;46.378593203141925;"1";"1";"0";"Sunday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4530624999999997;1.2496249999999998;1.4055624999999998;8/26/19 12:00 AM;56.4;58.64;46.378598953188686;"0";"0";"0";"Monday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4503333333333333;1.248666666666667;1.4036666666666664;8/27/19 12:00 AM;56.4;58.44;46.378604656422084;"0";"0";"0";"Tuesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4529285714285713;1.246142857142857;1.4075714285714287;8/28/19 12:00 AM;56.4;60.42;46.37861031341149;"1";"1";"0";"Wednesday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4532857142857143;1.2475714285714283;1.4082857142857141;8/29/19 12:00 AM;56.4;60.59;46.37861592471707;"1";"1";"1";"Thursday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.447214285714286;1.2493571428571433;1.4004285714285714;8/30/19 12:00 AM;58.05;61.04;46.37862149089;"0";"0";"1";"Friday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4512222222222224;1.2552962962962957;1.4045555555555553;8/31/19 12:00 AM;56.51269841269841;60.01339682539683;46.378627012472606;"1";"1";"1";"Saturday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4630740740740737;1.2545555555555556;1.4156666666666664;9/1/19 12:00 AM;56.50603174603175;60.019777777777776;46.37863248999855;"1";"1";"0";"Sunday"
"6903db69-dd2c-4a8c-b657-caec419c7a32";1.4549999999999998;1.247;1.4067142857142858;9/2/19 12:00 AM;56.3;58.55;46.378637923993054;"0";"0";"0";"Monday"
